MrotInHour,Salary,Class
4,10157,1
2,19641,1
4,3316,1
2,21419,1
9,20015,1
7,13574,1
9,19072,1
8,12416,1
9,15564,1
5,14210,1
6,9298,1
3,4370,1
12,1980,0
12,17620,1
14,2176,0
9,20291,1
13,8790,1
10,931,0
9,22703,1
10,22911,1
8,4085,1
2,23153,1
13,24585,1
2,14769,1
14,15406,1
10,4079,0
13,13337,1
7,12783,1
3,9647,1
3,5772,1
8,7637,1
3,21302,1
6,11682,1
13,4735,0
3,12128,1
2,4888,1
5,24644,1
13,21691,1
6,21344,1
10,1963,0
3,14018,1
13,6041,0
6,6361,1
6,24198,1
8,14429,1
12,7172,1
7,5057,1
11,8235,1
8,4046,1
5,19834,1
12,22974,1
4,21657,1
6,7204,1
10,14430,1
8,8908,1
2,836,0
9,18210,1
9,24910,1
11,2333,0
11,5716,1
3,16813,1
3,2959,1
6,3649,1
7,21303,1
4,7866,1
6,18213,1
3,23360,1
4,4832,1
13,9359,1
12,14014,1
6,11329,1
12,15205,1
4,16851,1
4,1487,0
2,8042,1
10,17732,1
11,16326,1
5,17163,1
3,15087,1
6,2310,0
6,18114,1
3,10310,1
2,17686,1
5,17216,1
13,8497,1
3,18076,1
12,10411,1
6,12981,1
3,13664,1
6,3682,1
12,6929,1
10,15469,1
12,17780,1
8,14526,1
7,7455,1
13,8880,1
7,9587,1
8,21510,1
4,2168,1
10,8805,1
2,17590,1
7,16407,1
4,8098,1
7,13567,1
12,12892,1
10,16813,1
9,11293,1
6,19499,1
10,14298,1
5,3674,1
13,4796,0
7,19774,1
2,4605,1
3,8267,1
9,7554,1
9,9420,1
7,9781,1
2,16644,1
2,21254,1
13,14091,1
3,9385,1
3,9116,1
11,3835,0
11,8372,1
2,5769,1
8,14852,1
8,8639,1
6,8800,1
2,14077,1
5,8542,1
11,18785,1
8,19142,1
5,20402,1
10,9249,1
9,18952,1
7,1391,0
5,22514,1
7,22492,1
10,14945,1
11,750,0
8,2945,0
14,21563,1
5,14803,1
8,3388,0
3,2356,1
9,22956,1
10,3709,0
12,23796,1
5,10970,1
6,4951,1
12,5926,1
5,19991,1
3,1138,0
6,14940,1
8,21570,1
7,11722,1
11,17890,1
13,11483,1
7,20804,1
9,22695,1
7,5106,1
6,11264,1
6,17431,1
9,2811,0
12,12728,1
8,19891,1
9,19117,1
12,5641,0
12,21299,1
2,11398,1
2,10238,1
8,20924,1
12,15464,1
7,1340,0
10,19116,1
4,9017,1
9,7592,1
14,3030,0
8,897,0
6,19879,1
13,6439,1
3,2847,1
7,1247,0
13,8781,1
5,658,0
3,6803,1
7,16432,1
6,15011,1
2,18818,1
8,1424,0
14,21804,1
8,17019,1
2,18437,1
9,24529,1
2,1808,1
14,10643,1
11,15744,1
9,5353,1
13,18784,1
13,24415,1
6,16382,1
9,23723,1
6,8613,1
8,5947,1
7,15245,1
7,4347,1
9,21243,1
13,4084,0
13,17193,1
2,2898,1
7,8356,1
6,14278,1
5,3248,1
10,4956,1
4,19618,1
14,1358,0
9,8521,1
10,10062,1
4,2413,1
7,12489,1
14,409,0
12,802,0
6,653,0
7,8735,1
9,19053,1
6,2204,0
13,16150,1
3,14909,1
6,8958,1
14,19078,1
10,1323,0
4,23222,1
4,995,0
7,10816,1
14,11385,1
2,870,0
9,21233,1
6,970,0
14,4789,0
4,11377,1
10,23020,1
9,3206,0
2,16168,1
12,23515,1
7,16786,1
13,15760,1
4,18555,1
5,1417,0
4,11392,1
13,23564,1
10,19753,1
7,14727,1
11,13980,1
2,15062,1
5,5836,1
2,19413,1
6,12180,1
2,18490,1
6,21899,1
3,12372,1
13,21917,1
14,16325,1
2,15521,1
9,3017,0
7,21569,1
7,14961,1
13,9767,1
7,7039,1
10,9987,1
3,17516,1
12,11336,1
4,9862,1
12,23712,1
13,21679,1
9,17004,1
4,16421,1
7,18019,1
3,4869,1
3,5527,1
13,16062,1
7,24439,1
7,3211,0
8,24213,1
5,20586,1
5,6908,1
14,3631,0
8,13399,1
5,12588,1
14,13594,1
10,24033,1
6,4399,1
10,21011,1
4,13870,1
12,4494,0
8,5856,1
13,14383,1
7,13167,1
8,2366,0
14,22975,1
13,15107,1
2,16505,1
9,2043,0
6,6563,1
9,22973,1
5,17372,1
5,20460,1
10,21368,1
4,6525,1
4,2692,1
14,11815,1
2,1680,1
10,7999,1
10,23230,1
4,10083,1
7,7660,1
4,18147,1
13,17689,1
9,14872,1
8,17490,1
6,23301,1
10,6030,1
6,3046,1
11,6012,1
14,22690,1
6,15468,1
4,12272,1
10,6305,1
5,22733,1
5,931,0
11,14021,1
7,3682,1
6,19195,1
3,21790,1
6,16329,1
5,15028,1
9,10980,1
12,8594,1
11,20679,1
5,7568,1
2,2388,1
12,14609,1
4,1279,0
8,14025,1
2,22273,1
5,16325,1
9,21624,1
11,18621,1
4,4490,1
12,22216,1
7,903,0
3,3205,1
10,3926,0
8,20020,1
12,21277,1
2,11616,1
2,17564,1
4,2704,1
3,13932,1
12,4803,0
11,10321,1
14,15787,1
5,23341,1
2,16845,1
4,9629,1
12,17225,1
10,9210,1
9,21077,1
14,12142,1
8,4562,1
14,13688,1
4,18734,1
2,21916,1
5,16863,1
11,462,0
8,8400,1
12,7072,1
4,5569,1
7,22141,1
9,19245,1
3,10887,1
2,6642,1
8,10717,1
12,3801,0
5,14230,1
4,7879,1
14,3261,0
7,1067,0
10,11744,1
4,1820,0
5,5771,1
8,14573,1
3,13277,1
10,9508,1
6,6769,1
7,23447,1
4,16886,1
2,3063,1
8,15412,1
4,24307,1
12,16781,1
6,20888,1
7,14804,1
12,5966,1
4,4616,1
12,7760,1
14,19710,1
11,1100,0
3,17940,1
7,4575,1
4,7933,1
9,19147,1
11,11505,1
7,6377,1
9,3122,0
9,12177,1
9,9873,1
14,4997,0
3,20174,1
8,1620,0
7,24377,1
3,15672,1
6,24505,1
10,20711,1
4,6360,1
8,10602,1
10,18046,1
14,19711,1
3,24422,1
3,13027,1
13,14178,1
5,12527,1
6,9230,1
12,23418,1
3,7843,1
7,14682,1
2,23729,1
12,3447,0
14,7747,1
9,13373,1
4,22061,1
6,20856,1
9,15109,1
11,3411,0
3,12731,1
12,15646,1
3,13575,1
13,4748,0
2,19801,1
12,15214,1
12,8038,1
13,8841,1
7,16133,1
7,10049,1
12,7556,1
9,18638,1
2,4906,1
9,5169,1
8,12509,1
14,15625,1
2,23430,1
13,22901,1
13,12649,1
2,23468,1
14,2995,0
3,5638,1
10,1848,0
8,9870,1
12,12774,1
2,12637,1
9,14567,1
12,23960,1
14,3986,0
5,8520,1
12,7879,1
12,3326,0
5,20734,1
6,10914,1
2,17145,1
10,9588,1
3,20509,1
5,17464,1
8,17543,1
3,23538,1
6,14084,1
4,3035,1
11,15743,1
13,3258,0
10,3134,0
11,1285,0
2,24871,1
6,9143,1
6,14365,1
2,23187,1
11,21431,1
8,5630,1
12,16787,1
14,17354,1
9,15878,1
9,9588,1
4,6095,1
3,24368,1
14,10530,1
10,12447,1
4,21219,1
8,10626,1
13,3050,0
10,10366,1
12,20626,1
5,5312,1
6,10942,1
4,15865,1
2,5275,1
7,9643,1
9,1741,0
9,12033,1
2,2439,1
9,9062,1
12,6645,1
11,12823,1
11,5644,1
14,17628,1
7,3753,1
3,5954,1
7,24762,1
6,18186,1
13,4301,0
4,19510,1
10,11116,1
14,8468,1
4,4956,1
3,7821,1
6,3245,1
8,10714,1
9,14482,1
8,565,0
13,11674,1
2,21628,1
10,22800,1
4,24682,1
13,23371,1
7,2864,0
6,10528,1
9,16216,1
2,15731,1
10,20556,1
2,11383,1
2,16835,1
12,24842,1
4,5020,1
9,15239,1
13,16522,1
6,4250,1
11,17126,1
7,18486,1
2,16173,1
8,7196,1
13,4954,0
10,14043,1
12,4526,0
9,3142,0
4,1593,0
12,8534,1
6,3958,1
14,22491,1
11,5110,0
8,3894,1
12,15049,1
6,11797,1
8,21918,1
4,14445,1
5,1168,0
5,16884,1
7,16601,1
2,18430,1
7,8921,1
12,2345,0
8,4656,1
12,15804,1
2,20464,1
12,23273,1
8,20540,1
3,13252,1
9,16578,1
9,1368,0
5,6387,1
13,1947,0
7,11682,1
11,17237,1
3,12120,1
10,23790,1
8,2960,0
2,23802,1
14,19690,1
6,15937,1
10,11568,1
6,22772,1
11,1046,0
14,6725,1
6,10594,1
8,14005,1
8,18190,1
9,22751,1
12,14401,1
4,10665,1
7,9154,1
5,23894,1
2,16589,1
14,17332,1
8,14886,1
13,8042,1
13,7669,1
12,12305,1
7,5148,1
14,17550,1
12,1108,0
4,23251,1
11,716,0
5,12523,1
6,19957,1
4,8874,1
2,12541,1
11,20448,1
8,380,0
13,10428,1
4,7677,1
7,19511,1
14,9331,1
10,10254,1
4,5281,1
14,8753,1
9,3902,0
4,11603,1
2,1228,1
4,24483,1
9,4454,1
7,16616,1
5,24159,1
11,16761,1
13,20198,1
13,19239,1
13,16806,1
10,7203,1
11,7334,1
14,1230,0
12,22934,1
3,9755,1
3,3216,1
5,802,0
8,18256,1
5,4024,1
5,24161,1
6,1089,0
10,904,0
6,650,0
10,14041,1
8,19648,1
3,18536,1
3,20919,1
13,14557,1
6,1529,0
13,7252,1
11,10354,1
10,18637,1
2,9238,1
2,12182,1
13,14101,1
7,3312,0
6,20637,1
2,11555,1
3,2033,1
4,10099,1
8,24509,1
9,6430,1
6,2111,0
4,4289,1
4,12432,1
4,19605,1
13,10799,1
10,12809,1
5,21904,1
2,15133,1
9,8561,1
5,13927,1
9,5371,1
7,10932,1
11,3287,0
9,9723,1
6,6728,1
9,8507,1
14,5151,0
13,2524,0
9,22539,1
13,20896,1
13,5412,0
3,12193,1
3,12992,1
10,10035,1
9,12474,1
7,15178,1
7,24789,1
4,12954,1
6,5120,1
14,16922,1
8,20224,1
8,11128,1
6,6916,1
10,21281,1
7,7631,1
11,11902,1
6,16266,1
8,5008,1
11,15690,1
5,2370,0
13,24301,1
10,12345,1
2,17946,1
9,22300,1
3,15723,1
14,10366,1
14,5897,0
3,14565,1
12,18014,1
4,17711,1
2,11768,1
6,16338,1
2,19358,1
6,21853,1
6,2069,0
10,17174,1
2,18111,1
8,10591,1
4,15667,1
4,12169,1
6,12231,1
9,1096,0
11,11205,1
3,11826,1
8,10651,1
2,8749,1
7,20279,1
6,23596,1
12,8126,1
6,21233,1
5,5314,1
2,19476,1
13,1182,0
4,7644,1
7,15098,1
8,10759,1
6,1975,0
10,17818,1
13,20703,1
7,14250,1
6,16932,1
14,6451,0
6,4179,1
7,23006,1
10,23484,1
5,22097,1
7,20181,1
6,23868,1
7,16327,1
13,1291,0
11,14402,1
8,18510,1
3,21957,1
2,20163,1
3,4800,1
4,18311,1
3,13519,1
12,9849,1
12,16036,1
2,3699,1
7,22345,1
6,11493,1
12,18650,1
11,11107,1
5,20358,1
7,24337,1
4,16896,1
11,17319,1
7,5553,1
7,21629,1
4,9932,1
9,6166,1
9,22292,1
10,13817,1
6,8874,1
6,16198,1
11,18935,1
10,23701,1
5,19876,1
4,12072,1
9,7086,1
13,17215,1
13,7303,1
3,22597,1
4,15945,1
4,7545,1
2,23919,1
6,10550,1
8,11601,1
7,18253,1
5,19590,1
13,13797,1
3,13754,1
10,22634,1
8,12402,1
8,22091,1
11,15656,1
10,11715,1
7,9533,1
13,2457,0
3,13819,1
13,13208,1
8,778,0
14,3311,0
6,12317,1
10,20947,1
6,460,0
12,1938,0
11,7101,1
9,23029,1
6,10276,1
10,14756,1
10,20858,1
3,13878,1
11,369,0
11,15548,1
6,1350,0
10,21742,1
10,12185,1
8,5507,1
5,6470,1
9,11507,1
8,19444,1
8,10363,1
5,6083,1
4,17446,1
9,19179,1
8,458,0
4,2081,1
14,6508,0
14,10297,1
11,14621,1
5,11678,1
5,23232,1
8,12109,1
10,952,0
13,5756,0
10,20853,1
11,23680,1
4,8284,1
4,9561,1
12,1831,0
3,13718,1
2,23491,1
6,21225,1
4,21978,1
2,6692,1
12,21362,1
7,24516,1
11,14694,1
9,18999,1
8,7194,1
5,18358,1
14,23522,1
10,14808,1
12,11458,1
7,9550,1
9,13685,1
3,11902,1
4,19467,1
14,8195,1
2,24323,1
8,6413,1
10,23667,1
9,24127,1
11,19243,1
10,20050,1
12,16293,1
3,12390,1
3,15962,1
11,12492,1
4,11371,1
8,19822,1
9,16031,1
11,7480,1
5,7761,1
2,24748,1
8,8725,1
9,5807,1
12,535,0
10,13276,1
5,20093,1
10,13494,1
7,23088,1
7,15469,1
10,22065,1
7,23524,1
8,18547,1
2,11681,1
2,18337,1
13,19218,1
12,11766,1
7,8480,1
8,5903,1
8,21073,1
7,6882,1
9,12013,1
14,19463,1
11,10363,1
13,3307,0
8,23059,1
10,21584,1
14,2960,0
10,8749,1
7,22691,1
4,9046,1
3,8610,1
5,16085,1
4,20160,1
5,6070,1
9,19126,1
3,7111,1
9,19283,1
13,9341,1
6,8051,1
14,2784,0
13,11876,1
5,24575,1
2,2146,1
9,21876,1
12,20102,1
5,24573,1
3,20644,1
9,22582,1
7,16445,1
14,7777,1
13,9400,1
14,11495,1
7,1582,0
13,17657,1
13,2064,0
8,13182,1
6,7845,1
2,20298,1
3,580,0
14,6257,0
14,10986,1
6,21035,1
9,9162,1
4,937,0
13,3580,0
6,24886,1
5,7711,1
12,12506,1
9,21354,1
12,5474,0
2,11781,1
3,23466,1
4,18450,1
7,17919,1
12,1463,0
14,13922,1
6,21466,1
5,713,0
2,6650,1
7,14488,1
4,4401,1
13,23853,1
10,8090,1
12,6386,1
13,8840,1
12,17497,1
8,3350,0
6,17826,1
4,3340,1
8,16058,1
14,3823,0
14,1931,0
7,18461,1
14,20859,1
2,6942,1
7,9974,1
2,5361,1
7,22578,1
7,23952,1
13,7995,1
12,18489,1
7,2078,0
7,2365,0
10,21180,1
5,18619,1
4,6281,1
9,5167,1
14,7102,1
5,21414,1
9,3579,0
5,4559,1
7,21854,1
9,20221,1
4,8402,1
5,13331,1
7,4318,1
9,5396,1
3,980,0
13,21507,1
5,24408,1
10,2534,0
9,10503,1
8,21804,1
8,19388,1
7,17424,1
5,11117,1
13,12826,1
13,5143,0
4,5742,1
4,9500,1
10,15379,1
10,16283,1
10,12250,1
11,10740,1
5,9994,1
12,12069,1
10,5498,1
7,23429,1
12,12667,1
10,8751,1
2,6638,1
7,17169,1
8,17966,1
12,16085,1
7,8618,1
4,17695,1
2,15062,1
7,17992,1
3,11681,1
5,12030,1
9,15559,1
3,3284,1
5,15322,1
11,8080,1
2,19814,1
8,8579,1
3,17781,1
8,7082,1
8,4337,1
7,23565,1
8,15817,1
8,20471,1
9,12739,1
3,22912,1
3,23862,1
14,868,0
5,23654,1
11,9033,1
10,24476,1
3,22016,1
9,24129,1
12,11953,1
3,3164,1
12,24539,1
9,4668,1
12,15283,1
10,3819,0
7,23070,1
4,16977,1
14,5602,0
13,9015,1
12,10358,1
4,18705,1
3,24086,1
11,24871,1
5,21488,1
6,9054,1
10,21974,1
13,24411,1
11,4352,0
13,8385,1
2,13676,1
4,2348,1
4,18755,1
3,6457,1
12,5212,0
5,10743,1
5,23850,1
8,24550,1
9,10994,1
13,1414,0
10,1167,0
6,1317,0
8,14159,1
9,8515,1
9,10533,1
13,6358,1
11,14241,1
6,2468,0
2,9164,1
4,1099,0
8,20840,1
8,4240,1
10,17902,1
2,10106,1
8,17622,1
3,3852,1
8,3923,1
11,17260,1
13,13816,1
2,11349,1
6,10927,1
8,7487,1
9,8439,1
5,15086,1
7,3526,1
4,23711,1
9,2016,0
2,21943,1
7,14284,1
6,7635,1
10,4524,0
4,6107,1
7,19223,1
14,16440,1
3,4551,1
9,24782,1
9,19518,1
5,7163,1
5,5454,1
5,14892,1
10,12272,1
12,16989,1
5,15326,1
3,24858,1
11,9279,1
4,9336,1
11,18606,1
4,16444,1
9,7730,1
11,6264,1
13,17822,1
11,11463,1
11,22353,1
3,2682,1
9,21919,1
14,14131,1
10,19314,1
12,8529,1
14,24248,1
4,5363,1
12,15136,1
3,18264,1
10,24795,1
9,22892,1
8,22228,1
10,21319,1
10,18515,1
5,7789,1
7,14638,1
12,14533,1
4,11230,1
2,15966,1
11,3646,0
14,2145,0
9,14790,1
9,15805,1
12,7760,1
2,10652,1
14,1616,0
3,23112,1
2,15616,1
10,18533,1
4,968,0
4,13266,1
8,23081,1
13,24592,1
8,22310,1
5,15139,1
3,14984,1
4,12644,1
9,1200,0
9,1733,0
7,20405,1
4,10615,1
4,8463,1
12,22515,1
2,21772,1
5,6571,1
2,690,0
6,9558,1
3,11848,1
8,17450,1
10,24510,1
11,16529,1
4,1637,0
2,6418,1
8,4256,1
7,10609,1
6,7260,1
10,1815,0
12,9150,1
3,12422,1
8,9877,1
3,17401,1
13,15029,1
10,5277,1
10,13879,1
13,15814,1
8,10653,1
7,14841,1
7,12315,1
7,16074,1
3,22843,1
10,20406,1
12,6207,1
9,22242,1
3,24231,1
9,17340,1
6,6455,1
6,5064,1
14,1923,0
6,19957,1
9,11659,1
3,23599,1
5,5972,1
6,17572,1
12,9614,1
10,23304,1
10,336,0
14,19993,1
10,15866,1
2,11032,1
2,16937,1
4,19489,1
14,23285,1
11,18320,1
10,19418,1
10,3300,0
8,23170,1
