MrotInHour,Salary,Class
10,20647,1
5,3141,1
14,4152,0
11,18754,1
11,3934,0
3,1094,0
4,24880,1
12,13787,1
9,419,0
5,9919,1
2,20558,1
11,12515,1
2,3817,1
5,16257,1
7,12463,1
3,10974,1
7,4713,1
7,7841,1
4,23090,1
12,17436,1
8,1853,0
10,9045,1
5,496,0
7,5788,1
3,3427,1
11,6467,1
14,11740,1
2,20804,1
6,12197,1
5,14233,1
3,1902,1
7,13526,1
10,23398,1
3,19558,1
13,18637,1
3,18760,1
8,13693,1
12,22701,1
3,12589,1
7,11235,1
10,13809,1
4,9460,1
9,7770,1
13,8287,1
6,7342,1
13,17304,1
3,15907,1
2,5026,1
3,12130,1
10,7008,1
12,8259,1
7,5817,1
6,24071,1
4,5527,1
2,16338,1
12,10322,1
10,4482,0
2,22684,1
12,13635,1
7,1119,0
3,7499,1
3,4922,1
7,8880,1
8,14073,1
10,20248,1
7,19740,1
13,23440,1
10,12172,1
10,15945,1
6,5740,1
7,1144,0
8,21512,1
4,15813,1
8,17691,1
14,10522,1
9,18492,1
10,9291,1
4,13096,1
3,23557,1
12,14011,1
5,9244,1
9,19969,1
4,16180,1
12,5934,1
6,21693,1
3,1219,0
4,23479,1
10,9744,1
6,15990,1
11,12426,1
9,9020,1
12,12442,1
13,19629,1
11,9887,1
5,3393,1
10,24117,1
2,15498,1
11,16250,1
9,11171,1
10,13851,1
3,24996,1
6,421,0
6,7783,1
4,23177,1
6,6577,1
12,8865,1
2,11047,1
11,9654,1
10,18617,1
9,12535,1
11,14365,1
14,7490,1
12,24699,1
14,10904,1
2,15685,1
13,23514,1
10,14538,1
3,6375,1
3,3881,1
9,9763,1
6,12903,1
10,12806,1
5,6234,1
14,18616,1
11,11523,1
2,11603,1
2,3470,1
12,17730,1
7,14388,1
12,14898,1
9,12886,1
9,23060,1
10,24876,1
13,19022,1
7,10073,1
8,8204,1
9,10663,1
13,10591,1
13,24284,1
2,21989,1
14,17153,1
2,648,0
13,24465,1
12,8572,1
13,23893,1
10,16715,1
12,24944,1
3,22810,1
4,11387,1
14,23006,1
9,8916,1
14,12361,1
2,11465,1
6,23720,1
5,12185,1
6,1768,0
3,19749,1
10,8772,1
7,2177,0
9,19931,1
6,23551,1
5,23431,1
7,10400,1
2,15450,1
7,8640,1
9,18328,1
9,8542,1
12,3378,0
10,14028,1
5,10644,1
3,13912,1
14,9684,1
14,6668,0
12,3840,0
14,24286,1
13,22718,1
5,20104,1
11,11917,1
6,22110,1
11,20472,1
9,13076,1
14,15544,1
8,17581,1
5,12693,1
3,13215,1
8,9339,1
7,19286,1
5,3637,1
9,4701,1
14,5538,0
14,14754,1
5,8330,1
9,22079,1
14,21416,1
8,3708,0
4,23122,1
2,14663,1
10,21030,1
7,17847,1
4,20796,1
5,9525,1
7,9236,1
13,2757,0
12,22791,1
10,3602,0
2,23546,1
10,12340,1
9,23776,1
6,2947,1
6,7284,1
7,22733,1
9,23073,1
3,1504,1
4,13496,1
5,20580,1
7,7714,1
8,18493,1
9,4867,1
2,15539,1
12,14028,1
12,21369,1
3,13804,1
11,7420,1
14,13714,1
5,8989,1
14,8040,1
11,23225,1
6,16277,1
11,23811,1
3,11708,1
5,9054,1
12,1522,0
10,2364,0
13,5337,0
2,6819,1
14,7830,1
14,4784,0
8,2243,0
8,7491,1
13,17496,1
11,5738,1
8,11701,1
6,8764,1
2,2315,1
6,11000,1
2,2067,1
4,16339,1
10,6389,1
9,15543,1
13,3013,0
7,1186,0
12,2358,0
5,19099,1
14,15258,1
3,20741,1
8,9647,1
7,23878,1
5,12348,1
4,10680,1
13,6222,0
6,7957,1
12,18310,1
5,19256,1
7,17126,1
14,18951,1
10,23271,1
11,11815,1
3,11566,1
11,4304,0
4,19964,1
4,20435,1
14,12786,1
4,12419,1
2,15127,1
8,12034,1
2,8800,1
5,23148,1
4,11537,1
13,7368,1
10,11825,1
3,18764,1
3,10450,1
6,16900,1
9,14829,1
2,11694,1
12,12626,1
12,7180,1
11,15654,1
5,6591,1
5,1253,0
4,24036,1
3,18957,1
3,4244,1
4,18564,1
2,13451,1
9,14240,1
13,16909,1
4,4732,1
4,15925,1
10,15261,1
8,24344,1
12,23011,1
5,6439,1
14,4558,0
8,19677,1
12,2712,0
8,14798,1
11,16260,1
7,6690,1
4,23108,1
11,20525,1
6,1950,0
5,11958,1
12,23077,1
5,2684,1
8,6032,1
12,8789,1
8,24191,1
11,22591,1
4,9295,1
5,15797,1
8,16158,1
3,9368,1
11,19673,1
4,22433,1
12,23520,1
13,6545,1
3,21738,1
3,22649,1
10,2925,0
7,23512,1
7,6863,1
6,2703,0
8,10975,1
4,3554,1
4,9407,1
3,22467,1
11,5476,1
5,4448,1
3,18519,1
4,5003,1
8,17533,1
4,9154,1
11,9092,1
10,21694,1
9,14829,1
7,7616,1
7,990,0
12,11822,1
7,8277,1
12,20073,1
10,21358,1
5,9481,1
14,18090,1
7,7287,1
12,17945,1
12,6731,1
3,21102,1
10,18278,1
12,19898,1
7,3446,1
14,18384,1
13,2992,0
14,22309,1
6,5000,1
2,20371,1
11,20081,1
14,22995,1
3,4872,1
2,9589,1
9,16707,1
3,19765,1
6,22302,1
8,21923,1
8,14937,1
14,1625,0
6,20258,1
6,16973,1
4,4274,1
9,15917,1
13,11073,1
5,23819,1
7,7072,1
7,5020,1
9,3541,0
5,23280,1
4,1282,0
8,10556,1
5,14436,1
10,23282,1
7,4715,1
8,11462,1
13,20932,1
6,2793,0
8,15545,1
7,2387,0
13,13153,1
7,13378,1
7,5100,1
3,14775,1
12,9511,1
6,21334,1
2,12294,1
5,10059,1
5,14008,1
6,2780,0
4,10989,1
8,18168,1
2,5331,1
12,1848,0
14,14518,1
6,6563,1
13,15811,1
3,14551,1
4,8660,1
4,3031,1
7,8478,1
6,6627,1
13,19672,1
12,16833,1
7,18607,1
10,15089,1
8,9766,1
4,5855,1
14,18071,1
12,7090,1
2,18288,1
9,17306,1
10,3590,0
8,16577,1
10,4576,0
6,20270,1
6,23997,1
6,23951,1
11,1228,0
10,14663,1
11,17289,1
10,8915,1
2,15213,1
11,14031,1
6,19173,1
11,5912,1
11,12244,1
11,12457,1
14,16626,1
7,13647,1
7,18317,1
10,1902,0
13,5077,0
12,2525,0
12,17659,1
8,12265,1
13,11755,1
9,3209,0
8,23079,1
10,6456,1
6,14723,1
2,9158,1
11,14338,1
13,12083,1
6,12178,1
3,23314,1
4,10830,1
12,19573,1
13,573,0
3,10706,1
7,24623,1
11,17628,1
10,16101,1
8,18923,1
11,23715,1
2,8121,1
9,22726,1
10,2390,0
4,423,0
3,931,0
4,13474,1
7,23404,1
14,24700,1
9,19504,1
14,10939,1
3,10618,1
5,5952,1
7,17816,1
11,18171,1
3,19421,1
14,6828,1
7,4064,1
10,11483,1
12,22828,1
10,7115,1
5,15954,1
5,9629,1
5,1254,0
8,1421,0
5,4362,1
13,8484,1
2,4250,1
2,6112,1
10,15735,1
13,22937,1
13,4061,0
12,15297,1
11,6844,1
10,5272,1
6,12816,1
11,13950,1
4,6617,1
3,13327,1
14,23044,1
3,23277,1
4,19747,1
4,14855,1
9,1752,0
12,11501,1
13,21791,1
4,2270,1
9,21690,1
5,23217,1
13,12957,1
14,10324,1
5,6763,1
3,6745,1
7,3696,1
12,12920,1
10,22883,1
14,695,0
8,14464,1
2,14324,1
11,6754,1
2,15463,1
10,6388,1
7,3009,0
11,18711,1
14,3477,0
14,23529,1
13,22849,1
6,1301,0
10,21740,1
8,13016,1
6,9051,1
4,13511,1
11,13217,1
10,23789,1
3,2581,1
8,22835,1
6,24183,1
13,10989,1
9,18542,1
14,23756,1
14,6032,0
6,4135,1
12,24268,1
7,7136,1
13,5548,0
7,23255,1
4,10648,1
9,4814,1
3,17492,1
2,24281,1
8,6805,1
7,19726,1
14,3952,0
14,12484,1
4,5756,1
8,2516,0
5,5997,1
11,11954,1
11,8570,1
14,16166,1
6,5405,1
4,15894,1
3,22081,1
9,9969,1
11,13388,1
13,7512,1
3,21932,1
10,19702,1
14,9956,1
14,16597,1
10,4875,1
10,6598,1
9,9553,1
10,1745,0
2,17713,1
7,24760,1
12,6993,1
4,14559,1
8,12602,1
7,22128,1
2,4432,1
6,18358,1
9,8968,1
5,23188,1
11,15900,1
2,2488,1
5,4308,1
2,23524,1
5,14109,1
2,14519,1
7,9075,1
10,24739,1
5,8942,1
10,2233,0
10,1476,0
6,4265,1
11,5133,0
9,13654,1
11,12175,1
12,2906,0
14,14428,1
8,10432,1
8,23815,1
2,21499,1
10,22438,1
14,8104,1
7,10009,1
7,24555,1
11,6722,1
10,18706,1
11,951,0
11,1965,0
13,5678,0
10,19060,1
9,11823,1
13,20068,1
12,15155,1
14,24419,1
12,22007,1
10,20157,1
2,19324,1
10,12630,1
12,11869,1
6,18143,1
7,19610,1
4,3718,1
3,4469,1
13,3938,0
7,9356,1
14,10772,1
8,16422,1
2,12892,1
5,13239,1
12,20501,1
10,24213,1
9,2778,0
13,17166,1
11,20637,1
6,22638,1
3,24701,1
7,22049,1
12,2145,0
7,8836,1
2,1994,1
7,757,0
7,16816,1
6,23482,1
5,19235,1
3,23833,1
3,21626,1
5,15366,1
3,11788,1
8,1353,0
10,23791,1
3,15834,1
7,15675,1
6,8937,1
2,4461,1
14,14795,1
3,4969,1
8,17134,1
8,4794,1
9,1232,0
4,2220,1
4,21569,1
8,11606,1
6,15587,1
11,6691,1
5,11247,1
2,23591,1
6,16526,1
12,10035,1
8,10253,1
9,13055,1
11,15894,1
11,16436,1
11,19371,1
8,24715,1
2,12387,1
9,19936,1
10,9470,1
8,7093,1
2,6211,1
2,22448,1
10,13513,1
8,8459,1
11,7761,1
11,3234,0
12,1241,0
9,3264,0
6,6095,1
2,2727,1
6,13247,1
6,15984,1
13,18683,1
4,2050,1
2,8951,1
7,4408,1
14,11899,1
3,24502,1
10,23184,1
13,2068,0
8,17303,1
10,10306,1
12,12295,1
3,8716,1
10,13349,1
12,12505,1
13,2363,0
2,15671,1
3,12494,1
8,5867,1
13,23869,1
3,4534,1
9,18514,1
12,8383,1
11,3631,0
2,1413,1
9,21094,1
6,1603,0
12,20388,1
8,20948,1
4,16544,1
8,16879,1
2,17894,1
2,17487,1
5,3223,1
14,16531,1
8,11236,1
8,23748,1
7,18245,1
5,24681,1
3,5827,1
13,19012,1
6,9655,1
11,10516,1
13,17182,1
14,7987,1
14,3650,0
13,6460,1
11,22472,1
13,15572,1
6,12227,1
2,12687,1
9,8767,1
11,12548,1
12,21394,1
9,17398,1
7,15944,1
7,12165,1
13,1571,0
13,18691,1
10,1160,0
9,22471,1
10,19856,1
14,24929,1
3,645,0
13,6909,1
3,12558,1
4,9332,1
3,15719,1
5,18059,1
2,23937,1
5,6608,1
9,19807,1
5,8983,1
13,20208,1
7,8436,1
12,11840,1
14,7896,1
5,13102,1
6,5568,1
5,16151,1
9,4521,1
7,13098,1
11,11763,1
3,7548,1
4,20849,1
13,4418,0
3,11255,1
3,20839,1
2,8845,1
4,18408,1
11,6640,1
4,6273,1
14,15019,1
13,13803,1
11,23235,1
13,22654,1
2,1787,1
9,393,0
13,12046,1
10,24036,1
6,20589,1
5,10722,1
4,9242,1
13,11908,1
7,16420,1
2,824,0
5,20203,1
7,19409,1
12,17655,1
5,15570,1
2,3836,1
8,21321,1
13,13251,1
13,9824,1
3,4652,1
14,7911,1
10,22594,1
5,10731,1
4,8103,1
5,3616,1
3,16763,1
11,5572,1
3,5785,1
14,5410,0
12,1129,0
8,15850,1
3,7806,1
5,7224,1
4,7462,1
2,6066,1
11,14270,1
10,10190,1
4,15682,1
5,8013,1
7,15729,1
3,5159,1
5,16955,1
12,11483,1
6,6993,1
3,4985,1
11,14718,1
8,11814,1
10,14544,1
10,9074,1
10,16956,1
12,1592,0
12,8560,1
4,2265,1
2,3986,1
10,9835,1
2,4421,1
8,1911,0
3,12716,1
10,10122,1
7,11789,1
2,6646,1
10,6054,1
11,5459,1
7,3006,0
14,15357,1
7,23763,1
11,23970,1
12,22307,1
2,21479,1
11,7712,1
5,19397,1
6,13789,1
13,18359,1
3,15718,1
13,21187,1
4,23656,1
11,20716,1
8,24606,1
6,6674,1
10,22330,1
12,15595,1
12,8305,1
5,13616,1
5,20332,1
9,394,0
7,14741,1
6,21394,1
12,9961,1
9,15180,1
14,24790,1
11,6821,1
7,4320,1
2,7785,1
14,14237,1
4,15129,1
9,11420,1
8,20552,1
13,20958,1
14,15000,1
11,18501,1
11,23396,1
10,12573,1
8,19827,1
7,9744,1
6,8625,1
8,949,0
9,551,0
14,1196,0
9,6296,1
2,11935,1
4,10891,1
12,21122,1
8,2449,0
4,518,0
9,15238,1
9,19093,1
5,7290,1
12,16670,1
10,10059,1
3,5709,1
13,23605,1
9,1701,0
4,18948,1
12,17111,1
6,13019,1
2,10258,1
11,19735,1
11,4765,0
7,20732,1
6,16650,1
11,9046,1
3,1993,1
11,10823,1
9,9266,1
12,3633,0
12,1053,0
7,18413,1
2,24824,1
13,16901,1
8,16843,1
5,14495,1
7,22122,1
14,7171,1
8,24682,1
8,1931,0
8,23694,1
12,24237,1
2,18016,1
9,13097,1
14,11120,1
13,721,0
12,15894,1
8,15478,1
2,22395,1
7,15220,1
6,18933,1
7,5762,1
7,9480,1
11,23684,1
13,7950,1
3,18224,1
8,13593,1
5,18721,1
10,10660,1
7,18017,1
9,11025,1
4,2227,1
14,8651,1
10,3471,0
4,24464,1
9,7783,1
11,1706,0
13,4456,0
5,2599,1
12,22953,1
12,14904,1
9,5400,1
6,17182,1
13,5932,0
6,13339,1
11,1382,0
10,23773,1
12,13212,1
2,2860,1
5,6582,1
4,1276,0
2,20589,1
9,7923,1
4,8834,1
5,19161,1
2,23531,1
5,12452,1
4,13482,1
8,15773,1
7,2210,0
4,22095,1
4,1790,0
9,5915,1
6,2973,1
4,17479,1
13,24814,1
14,13335,1
12,10876,1
4,5062,1
12,16073,1
3,20627,1
11,14147,1
11,9878,1
8,20543,1
12,11409,1
6,1614,0
3,14062,1
10,21996,1
2,4726,1
9,18749,1
7,13451,1
11,14151,1
5,7087,1
7,4940,1
7,16640,1
5,20988,1
7,23397,1
3,12110,1
5,10720,1
9,20281,1
9,6539,1
8,6936,1
6,22368,1
9,19344,1
6,16088,1
10,18876,1
9,22149,1
13,6569,1
5,19574,1
13,2182,0
14,20634,1
10,16195,1
11,8402,1
3,17173,1
8,24430,1
9,13269,1
7,8312,1
6,9096,1
7,925,0
6,13636,1
13,11226,1
5,24847,1
6,1406,0
12,6645,1
12,16398,1
14,1973,0
12,8159,1
9,13581,1
3,17776,1
2,20332,1
3,3515,1
3,1006,0
3,10020,1
12,17235,1
10,15414,1
2,4868,1
13,16169,1
9,8057,1
12,6739,1
8,21902,1
2,10676,1
14,17092,1
3,14511,1
11,4749,0
7,22585,1
2,17775,1
2,14125,1
4,16813,1
14,10794,1
6,18646,1
11,21792,1
6,10748,1
10,13701,1
12,6511,1
3,447,0
10,6060,1
4,14345,1
6,15674,1
11,889,0
2,24892,1
9,12543,1
13,2742,0
12,2240,0
3,18389,1
11,5903,1
4,13589,1
11,20646,1
14,4980,0
13,24926,1
6,22807,1
6,7322,1
12,8426,1
10,7726,1
13,13502,1
8,7987,1
4,10592,1
3,17510,1
3,22111,1
14,24388,1
7,15727,1
8,18729,1
14,2699,0
11,4795,0
14,7131,1
14,2002,0
12,16530,1
8,11328,1
13,21576,1
4,5182,1
5,13105,1
8,1566,0
12,13994,1
13,13123,1
9,21194,1
4,18155,1
9,20740,1
6,21030,1
10,20659,1
6,3317,1
4,24141,1
14,9421,1
8,3256,0
12,1872,0
9,7704,1
12,883,0
13,5142,0
14,9776,1
2,19902,1
8,849,0
11,24249,1
6,9887,1
3,1329,0
13,24871,1
11,22432,1
7,16557,1
5,1949,0
6,16197,1
11,8014,1
6,23434,1
13,15844,1
11,8286,1
2,22571,1
7,9522,1
4,18509,1
8,15700,1
10,5528,1
12,24866,1
5,9875,1
5,21751,1
2,21234,1
4,24711,1
13,1511,0
9,4396,1
13,3433,0
13,1445,0
11,5763,1
10,24166,1
6,2024,0
14,13872,1
7,24904,1
7,8850,1
12,23408,1
8,908,0
3,18118,1
12,24077,1
13,10578,1
5,15306,1
11,4628,0
3,18281,1
11,22848,1
3,13094,1
4,15365,1
6,9431,1
5,23579,1
10,9544,1
13,16801,1
9,23801,1
8,19336,1
5,12573,1
7,10536,1
5,2651,1
11,23310,1
6,20530,1
4,18828,1
5,6793,1
11,18489,1
3,14359,1
4,17379,1
8,23615,1
12,5118,0
4,2890,1
